pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,2019/8/22,79.2,-3.4393,5.4074,Max Scherzer,621028,453286,null,ball,,,,,13,null,R,R,R,PIT,WSH,B,null,null,0,1,2019,0.8714,-0.586,-1.1547,2.1093,null,null,null,1,4,Bot,null,null,,,435559,,190823_003812,3.372,-115.3924,0.544,7.2053,18.547,-37.6751,3.3232,1.6128,null,null,null,79.219,2715,5.93,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5693,null,null,null,null,null,null,null,36,2,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,92.7,-3.5493,5.4196,Max Scherzer,621028,453286,null,called_strike,,,,,6,null,R,R,R,PIT,WSH,S,null,null,0,0,2019,-1.2599,1.0334,0.3866,2.2333,null,null,null,1,4,Bot,null,null,,,435559,,190823_003754,12.6694,-134.4368,-4.5688,-17.656,25.5081,-18.9992,3.1565,1.565,null,null,null,92.443,2393,6.045,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4544,null,null,null,null,null,null,null,36,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,91.7,-3.4599,5.4621,Max Scherzer,466320,453286,field_out,hit_into_play,,,,,5,"Melky Cabrera grounds out, third baseman Anthony Rendon to first baseman Howie Kendrick.  ",R,L,R,PIT,WSH,X,5,ground_ball,0,0,2019,-1.2499,1.0815,-0.0492,2.7175,null,null,null,0,4,Bot,114.46,175.46,,,435559,,190823_003714,11.319,-133.1206,-3.4166,-17.2414,27.0917,-18.7554,3.466,1.6221,103,94.3,3,91.851,2485,6.394,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.105,0.497,0.429,0,1,0,0,4,35,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,94.7,-3.7183,5.0828,Max Scherzer,592567,453286,strikeout,swinging_strike,,,,,7,Colin Moran strikes out swinging.  ,R,L,R,PIT,WSH,S,2,null,3,2,2019,-0.9948,1.1119,-0.4567,2.0443,516782,null,605137,2,3,Bot,null,null,,,435559,,190823_002528,10.585,-137.3847,-4.6317,-14.7119,29.7008,-17.5185,3.6325,1.6321,null,null,null,93.851,2346,5.905,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5949,null,null,0,1,0,0,null,30,7,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,94.8,-3.6805,5.0414,Max Scherzer,592567,453286,null,foul,,,,,2,null,R,L,R,PIT,WSH,S,null,null,3,2,2019,-0.8365,1.1898,-0.1572,2.9718,516782,null,605137,2,3,Bot,null,null,,,435559,,190823_002456,10.9999,-137.7333,-2.3986,-12.826,27.421,-16.7713,3.5373,1.6321,210,81.2,64.4,94.74,2428,6.109,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3902,null,null,null,null,null,null,null,30,6,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
CU,2019/8/22,80,-3.5178,5.2253,Max Scherzer,592567,453286,null,foul_tip,,,,,14,null,R,L,R,PIT,WSH,S,null,null,3,1,2019,0.693,-0.5429,0.3735,1.4821,516782,null,605137,2,3,Bot,null,null,,,435559,,190823_002423,7.2761,-116.4055,-0.5865,5.101,19.5957,-37.2279,3.4898,1.6321,null,null,null,80.283,2607,6.257,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.2428,null,null,null,null,null,null,null,30,5,Curveball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,94.6,-3.4904,5.2852,Max Scherzer,592567,453286,null,ball,,,,,11,null,R,L,R,PIT,WSH,B,null,null,2,1,2019,-1.0238,1.1906,-1.6528,3.1021,516782,null,605137,2,3,Bot,null,null,,,435559,,190823_002352,7.0738,-137.716,-2.7048,-14.5366,28.4909,-16.6124,3.5611,1.8277,null,null,null,94.943,2447,6.312,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.1872,null,null,null,null,null,null,null,30,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,95.4,-3.5293,5.3535,Max Scherzer,592567,453286,null,ball,,,,,11,null,R,L,R,PIT,WSH,B,null,null,1,1,2019,-0.8544,1.2093,-1.6231,2.7622,516782,null,605137,2,3,Bot,null,null,,,435559,,190823_002323,6.8631,-138.7019,-3.8727,-12.375,28.6713,-16.081,3.5611,1.8515,null,null,null,95.125,2490,6.008,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4915,null,null,null,null,null,null,null,30,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,93.8,-3.6595,5.1855,Max Scherzer,592567,453286,null,swinging_strike,,,,,2,null,R,L,R,PIT,WSH,S,null,null,1,0,2019,-0.979,1.0386,0.0226,3.3354,516782,null,605137,2,3,Bot,null,null,,,435559,,190823_002252,11.6966,-136.2638,-1.3954,-14.6132,26.6491,-19.0127,3.5611,1.6321,null,null,null,94.295,2311,6.426,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.0733,null,null,null,null,null,null,null,30,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,94.3,-3.7587,5.1286,Max Scherzer,592567,453286,null,ball,,,,,11,null,R,L,R,PIT,WSH,B,null,null,0,0,2019,-1.0854,0.951,-1.3313,2.9872,516782,null,605137,2,3,Bot,null,null,,,435559,,190823_002225,8.7024,-137.1579,-2.0335,-15.471,26.5451,-19.8919,3.5849,1.8515,null,null,null,94.707,2411,6.273,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.2262,null,null,null,null,null,null,null,30,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,95.1,-3.5425,5.3126,Max Scherzer,605137,453286,walk,ball,,,,,11,Josh Bell walks.  ,R,L,R,PIT,WSH,B,null,null,3,2,2019,-0.9868,1.2071,-1.5524,2.7342,516782,null,null,2,3,Bot,null,null,,,435559,,190823_002144,7.3552,-138.2777,-3.793,-14.0977,28.3893,-16.2104,3.5849,1.7561,null,null,null,94.878,2434,6.026,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4736,null,null,0.7,1,0,0,null,29,7,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FC,2019/8/22,88.6,-3.5614,5.3071,Max Scherzer,605137,453286,null,ball,,,,,9,null,R,L,R,PIT,WSH,B,null,null,2,2,2019,0.0939,0.4144,0.3701,1.9338,516782,null,null,2,3,Bot,null,null,,,435559,,190823_002114,9.4131,-128.8946,-3.1086,-0.6578,23.4658,-27.1369,3.6325,1.8277,null,null,null,89.113,2323,6.344,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.1554,null,null,null,null,null,null,null,29,6,Cutter,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2019/8/22,95.4,-3.4746,5.3654,Max Scherzer,605137,453286,null,foul,,,,,1,null,R,L,R,PIT,WSH,S,null,null,2,2,2019,-1.1056,1.1257,-0.571,3.4059,516782,null,null,2,3,Bot,null,null,,,435559,,190823_002046,10.0339,-138.6378,-2.0316,-16.2803,29.0508,-17.5287,3.6325,1.7721,null,null,null,95.123,2483,6.061,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.438,null,null,null,null,null,null,null,29,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2019/8/22,94.8,-3.3228,5.5349,Max Scherzer,605137,453286,null,called_strike,,,,,8,null,R,L,R,PIT,WSH,S,null,null,2,1,2019,-1.1365,1.417,-0.0065,1.908,516782,null,null,2,3,Bot,null,null,,,435559,,190823_002021,11.0038,-137.3849,-6.8078,-16.4789,28.6849,-13.3006,3.4422,1.7561,null,null,null,93.814,2513,5.808,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.6915,null,null,null,null,null,null,null,29,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
FF,2019/8/22,94.8,-3.5848,5.4453,Max Scherzer,605137,453286,null,ball,,,,,12,null,R,L,R,PIT,WSH,B,null,null,1,1,2019,-1.0332,1.3987,2.353,2.8836,null,516782,null,2,3,Bot,null,null,,,435559,,190823_001958,17.5309,-136.8557,-3.9951,-16.4571,28.008,-14.1533,3.6801,1.8277,null,null,null,93.744,2533,5.947,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5521,null,null,null,null,null,null,null,29,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Standard
CH,2019/8/22,85.7,-3.5085,5.2038,Max Scherzer,605137,453286,null,swinging_strike,,,,,13,null,R,L,R,PIT,WSH,S,null,null,1,0,2019,-1.1756,0.3711,-0.3191,1.4643,null,516782,null,2,3,Bot,null,null,,,435559,,190823_001934,9.8585,-124.502,-3.317,-14.0703,23.4096,-27.9018,3.5611,1.7721,null,null,null,85.64,1500,6.199,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3002,null,null,null,null,null,null,null,29,2,Changeup,1,2,1,2,2,1,1,2,Infield shift,Standard
CH,2019/8/22,83.7,-3.7224,5.2178,Max Scherzer,605137,453286,null,ball,,,,,13,null,R,L,R,PIT,WSH,B,null,null,0,0,2019,-1.2271,0.0311,-1.9443,2.4346,null,null,516782,2,3,Bot,null,null,,,435559,,190823_001903,6.5442,-121.8025,-0.1296,-13.4926,21.3446,-32.0264,3.6801,1.8277,null,null,null,84.292,1419,6.433,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.0661,null,null,null,null,null,null,null,29,1,Changeup,1,2,1,2,2,1,1,2,Infield shift,Standard
SL,2019/8/22,86,-3.7119,5.0927,Max Scherzer,516782,453286,single,hit_into_play_no_out,,,,,4,Starling Marte singles on a soft ground ball to third baseman Anthony Rendon.  ,R,R,R,PIT,WSH,X,5,ground_ball,2,2,2019,0.4236,-0.0712,-0.2958,2.3573,null,null,null,2,3,Bot,125.28,203.39,,,435559,,190823_001757,7.2108,-124.9786,-0.0739,2.9253,25.4599,-33.1277,3.466,1.6421,2,56.6,-45,85.537,2302,6.088,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4119,0.097,0.097,0.9,1,1,0,1,28,5,Slider,1,2,1,2,2,1,1,2,Standard,Standard
CH,2019/8/22,83.5,-3.7443,5.1437,Max Scherzer,516782,453286,null,ball,,,,,14,null,R,R,R,PIT,WSH,B,null,null,1,2,2019,-1.4285,0.1967,1.0662,0.0143,null,null,null,2,3,Bot,null,null,,,435559,,190823_001734,13.7511,-120.8054,-5.6778,-16.4724,22.0174,-29.425,3.5136,1.7083,null,null,null,83.066,1607,6.176,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3232,null,null,null,null,null,null,null,28,4,Changeup,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019/8/22,87.5,-3.7847,5.0305,Max Scherzer,516782,453286,null,ball,,,,,14,null,R,R,R,PIT,WSH,B,null,null,0,2,2019,0.3197,0.1304,2.0252,2.1613,null,null,null,2,3,Bot,null,null,,,435559,,190823_001714,13.267,-126.8705,-1.0485,0.9668,23.7006,-30.7803,3.5373,1.7083,null,null,null,87.208,2402,6.109,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.391,null,null,null,null,null,null,null,28,3,Slider,1,2,1,2,2,1,1,2,Standard,Standard
SL,2019/8/22,86.2,-3.8555,5.0867,Max Scherzer,516782,453286,null,swinging_strike,,,,,9,null,R,R,R,PIT,WSH,S,null,null,0,1,2019,0.0988,0.2085,0.4889,2.0531,null,null,null,2,3,Bot,null,null,,,435559,,190823_001658,10.0148,-125.1156,-1.4054,-0.803,22.8587,-29.9698,3.5136,1.7561,null,null,null,85.613,2441,5.841,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.6581,null,null,null,null,null,null,null,28,2,Slider,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,94.1,-3.7155,5.1732,Max Scherzer,516782,453286,null,called_strike,,,,,8,null,R,R,R,PIT,WSH,S,null,null,0,0,2019,-1.3304,1.0192,0.1233,1.8456,null,null,null,2,3,Bot,null,null,,,435559,,190823_001647,12.7073,-136.3206,-5.0539,-19.0771,29.0386,-18.787,3.6563,1.6844,null,null,null,93.159,2485,5.91,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5894,null,null,null,null,null,null,null,28,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
CH,2019/8/22,84.7,-3.6665,5.2192,Max Scherzer,668804,453286,field_out,hit_into_play,,,,,1,Bryan Reynolds flies out to right fielder Adam Eaton.  ,R,L,R,PIT,WSH,X,9,fly_ball,0,0,2019,-1.2472,0.2479,-0.3387,2.9257,null,null,null,1,3,Bot,192.63,67.22,,,435559,,190823_001613,10.1203,-122.9127,0.4774,-14.3753,22.358,-29.9858,3.5024,1.5412,348,92.3,29.7,84.21,1576,5.937,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5624,0.121,0.18,0,1,0,0,3,27,1,Changeup,1,2,1,2,2,1,1,2,Standard,Standard
FF,2019/8/22,93.5,-3.6854,5.245,Max Scherzer,624428,453286,home_run,hit_into_play_score,,,,,6,Adam Frazier homers (7) on a fly ball to right field.  ,R,L,R,PIT,WSH,X,null,fly_ball,0,1,2019,-1.0241,1.0869,0.4121,2.6545,null,null,null,1,3,Bot,217.63,65.64,,,435559,,190823_001529,12.7089,-135.6355,-3.3232,-15.0434,25.3324,-18.3009,3.2517,1.4721,380,100.8,36.2,93.464,2497,6.115,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3848,0.371,0.7,2,1,0,3,5,26,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
CU,2019/8/22,79.8,-3.5454,5.4942,Max Scherzer,624428,453286,null,called_strike,,,,,4,null,R,L,R,PIT,WSH,S,null,null,0,0,2019,0.8389,-0.6648,-0.4328,2.1808,null,null,null,1,3,Bot,null,null,,,435559,,190823_001503,5.2589,-116.1531,0.5902,6.628,19.6012,-38.4464,3.2517,1.4934,null,null,null,79.507,2784,5.85,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.6497,null,null,null,null,null,null,null,26,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,93,-3.6268,5.5232,Max Scherzer,643230,453286,strikeout,foul_tip,,,,,12,Steven Brault strikes out on a foul tip.  ,R,L,R,PIT,WSH,S,2,null,0,2,2019,-1.3015,1.0564,0.0298,4.4746,null,null,null,0,3,Bot,null,null,,,435559,,190823_001430,12.0582,-134.8822,0.7774,-18.1194,26.029,-19.7148,3.5849,1.5321,null,null,null,92.541,2479,5.948,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5519,null,null,0,1,0,0,null,25,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Strategic
CU,2019/8/22,80.3,-3.6925,5.5645,Max Scherzer,643230,453286,null,foul,,,,,13,null,R,L,R,PIT,WSH,S,null,null,0,1,2019,0.7275,-0.5432,-0.3734,1.2993,null,null,null,0,3,Bot,null,null,,,435559,,190823_001413,5.9363,-116.8105,-1.8446,5.6575,18.1937,-37.0081,3.4184,1.5321,145,71.5,17.2,79.909,2965,5.654,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.8455,null,null,null,null,null,null,null,25,2,Curveball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,91.7,-3.7183,5.3734,Max Scherzer,643230,453286,null,swinging_strike,,,,,2,null,R,L,R,PIT,WSH,S,null,null,0,0,2019,-1.1387,1.1639,-0.2702,2.8312,null,null,null,0,3,Bot,null,null,,,435559,,190823_001356,11.0389,-133.0951,-3.0607,-15.5406,24.8413,-18.0277,3.3724,1.6128,null,null,null,91.413,2555,5.968,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5312,null,null,null,null,null,null,null,25,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019/8/22,87.2,-3.7147,5.091,Max Scherzer,553869,453286,field_out,hit_into_play,,,,,5,"Elias Diaz grounds out, pitcher Max Scherzer to first baseman Howie Kendrick.  ",R,R,R,PIT,WSH,X,1,ground_ball,2,2,2019,0.3122,0.1303,-0.1588,2.4297,592567,null,466320,2,2,Bot,129.6,179.1,,,435559,,190823_000126,7.8636,-126.7133,-0.5069,1.7934,24.8498,-30.9047,3.1803,1.5221,null,82.9,-20.7,86.812,2312,6.029,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4703,0.066,0.06,0,1,0,0,2,20,5,Slider,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019/8/22,86.3,-3.6492,5.1237,Max Scherzer,553869,453286,null,ball,,,,,14,null,R,R,R,PIT,WSH,B,null,null,1,2,2019,0.2013,0.1598,0.4631,1.1903,592567,null,466320,2,2,Bot,null,null,,,435559,,190823_000100,9.3089,-125.3169,-3.3903,0.1673,25.9097,-30.0502,3.2279,1.565,null,null,null,85.606,2261,6.011,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4889,null,null,null,null,null,null,null,20,4,Slider,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,96.1,-3.5689,5.2741,Max Scherzer,553869,453286,null,foul,,,,,2,null,R,R,R,PIT,WSH,S,null,null,1,1,2019,-0.7115,1.1606,0.2446,3.2491,592567,null,466320,2,2,Bot,null,null,,,435559,,190823_000029,11.5348,-139.4339,-2.348,-11.4777,27.7781,-16.9479,3.2523,1.6606,null,null,null,95.412,2416,5.799,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7008,null,null,null,null,null,null,null,20,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,95.6,-3.5437,5.2882,Max Scherzer,553869,453286,null,foul,,,,,2,null,R,R,R,PIT,WSH,S,null,null,1,0,2019,-1.0359,1.2301,0.0201,3.1665,592567,null,466320,2,2,Bot,null,null,,,435559,,190822_235959,11.7077,-138.8506,-2.7818,-15.7993,27.0011,-15.7615,3.2523,1.6128,206,77.3,24.8,96.019,2406,6.341,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.1587,null,null,null,null,null,null,null,20,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019/8/22,86.9,-3.5753,5.1698,Max Scherzer,553869,453286,null,ball,,,,,14,null,R,R,R,PIT,WSH,B,null,null,0,0,2019,0.184,0.1968,1.5545,1.609,592567,null,466320,2,2,Bot,null,null,,,435559,,190822_235932,11.8515,-126.0274,-2.7491,-0.2157,23.1682,-29.7699,3.3232,1.6606,null,null,null,86.792,null,6.194,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3059,null,null,null,null,null,null,null,20,1,Slider,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019/8/22,86.5,-3.6241,5.1459,Max Scherzer,621028,453286,field_out,hit_into_play,,,,,14,Kevin Newman flies out to left fielder Juan Soto.  ,R,R,R,PIT,WSH,X,7,fly_ball,1,2,2019,0.3536,0.2383,0.1315,1.0574,592567,null,466320,1,2,Bot,91.28,95.9,,,435559,,190822_235847,8.2104,-125.7426,-4.0377,2.2033,23.6065,-29.0999,3.2279,1.5421,259,72.5,28.2,86.461,2283,6.155,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.3448,0.621,0.573,0,1,0,0,4,19,4,Slider,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019/8/22,87.2,-3.7706,5.107,Max Scherzer,621028,453286,null,blocked_ball,,,,,13,null,R,R,R,PIT,WSH,B,null,null,0,2,2019,0.1476,0.2119,-0.3558,0.9103,592567,null,466320,1,2,Bot,null,null,,,435559,,190822_235810,7.8478,-126.7351,-4.3275,0.0138,25.1549,-29.2879,3.1723,1.565,null,null,null,86.651,2347,5.942,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.5574,null,null,null,null,null,null,null,19,3,Slider,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,94.8,-3.6729,5.2499,Max Scherzer,621028,453286,null,foul_tip,,,,,2,null,R,R,R,PIT,WSH,S,null,null,0,1,2019,-1.015,1.1558,-0.0928,3.1687,592567,null,466320,1,2,Bot,null,null,,,435559,,190822_235746,11.443,-137.5433,-2.2608,-15.1474,29.7228,-17.4885,3.2993,1.5889,null,null,null,93.84,2375,5.83,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.669,null,null,null,null,null,null,null,19,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
SL,2019/8/22,86.8,-3.6917,5.1172,Max Scherzer,621028,453286,null,swinging_strike,,,,,14,null,R,R,R,PIT,WSH,S,null,null,0,0,2019,0.2334,0.3864,0.8856,1.5945,592567,null,466320,1,2,Bot,null,null,,,435559,,190822_235723,10.381,-125.9272,-2.9719,0.4044,24.8462,-27.756,3.1088,1.5421,null,null,null,86.093,2287,5.939,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.56,null,null,null,null,null,null,null,19,1,Slider,0,2,0,2,2,0,0,2,Standard,Standard
CH,2019/8/22,84.2,-3.6594,5.3257,Max Scherzer,466320,453286,single,hit_into_play_no_out,,,,,8,Melky Cabrera singles on a line drive to right fielder Adam Eaton.   Colin Moran to 3rd.  ,R,L,R,PIT,WSH,X,9,line_drive,0,1,2019,-1.2852,0.3235,0.0201,1.7004,null,592567,null,1,2,Bot,173.09,115.71,,,435559,,190822_235640,10.9851,-122.1151,-2.6292,-14.8664,23.3018,-28.6784,3.3708,1.6221,228,76.3,18.5,83.728,1529,6.094,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4058,0.953,0.878,0.9,1,1,0,4,18,2,Changeup,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,93.8,-3.5955,5.3779,Max Scherzer,466320,453286,null,foul,,,,,3,null,R,L,R,PIT,WSH,S,null,null,0,0,2019,-1.0051,1.1428,0.5641,3.0484,null,592567,null,1,2,Bot,null,null,,,435559,,190822_235609,12.8359,-135.9363,-2.7418,-15.0722,28.738,-17.7644,3.4184,1.6221,158,64.8,60.5,93.137,2290,6.044,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4559,null,null,null,null,null,null,null,18,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FC,2019/8/22,91.3,-3.7359,5.2338,Max Scherzer,592567,453286,double,hit_into_play_no_out,,,,,6,Colin Moran doubles (22) on a line drive to center fielder Victor Robles.  ,R,L,R,PIT,WSH,X,8,line_drive,2,1,2019,-0.1205,0.7633,0.2772,2.7051,null,null,null,1,2,Bot,85.76,88.57,,,435559,,190822_235516,10.2341,-132.568,-2.118,-3.2899,24.388,-23.0773,3.5373,1.8038,280,80.6,25.8,90.8,2336,5.796,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7038,0.203,0.175,1.25,1,1,1,3,17,4,Cutter,0,2,0,2,2,0,0,2,Infield shift,Standard
CH,2019/8/22,84.6,-3.7386,5.3161,Max Scherzer,592567,453286,null,ball,,,,,13,null,R,L,R,PIT,WSH,B,null,null,1,1,2019,-1.4734,0.0071,-0.5579,0.6638,null,null,null,1,2,Bot,null,null,,,435559,,190822_235449,10.2361,-122.6972,-4.4851,-16.6775,22.4104,-31.4955,3.3467,1.8036,null,null,null,84.216,1730,6.05,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4494,null,null,null,null,null,null,null,17,3,Changeup,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,2019/8/22,94.2,-3.7329,5.3279,Max Scherzer,592567,453286,null,swinging_strike,,,,,12,null,R,L,R,PIT,WSH,S,null,null,1,0,2019,-0.9246,1.4181,0.5126,3.892,null,null,null,1,2,Bot,null,null,,,435559,,190822_235430,12.9542,-136.5772,-1.105,-14.2635,29.3327,-14.5507,3.5847,1.6319,null,null,null,93.596,2471,6.079,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4206,null,null,null,null,null,null,null,17,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,2019/8/22,94.1,-3.6788,5.4302,Max Scherzer,592567,453286,null,ball,,,,,3,null,R,L,R,PIT,WSH,B,null,null,0,0,2019,-1.0523,1.2693,0.792,3.1679,null,null,null,1,2,Bot,null,null,,,435559,,190822_235411,13.6853,-136.3504,-2.8948,-15.6149,26.1686,-16.1639,3.3705,1.8036,null,null,null,93.33,2505,5.787,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7128,null,null,null,null,null,null,null,17,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,2019/8/22,93.6,-3.5818,5.5479,Max Scherzer,605137,453286,field_out,hit_into_play,,,,,2,Josh Bell grounds out to first baseman Howie Kendrick.  ,R,L,R,PIT,WSH,X,3,ground_ball,0,0,2019,-1.1815,1.2053,0.078,3.3113,null,null,null,0,2,Bot,155.04,162.14,,,435559,,190822_235328,11.8378,-135.8168,-2.6145,-16.7934,27.2537,-17.1642,3.5371,1.7719,10,96.4,-17.8,92.784,2451,5.774,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.7254,0.176,0.154,0,1,0,0,2,16,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard
FF,2019/8/22,96.1,-3.5068,5.1955,Max Scherzer,516782,453286,field_out,hit_into_play,,,,,8,Starling Marte flies out to left fielder Juan Soto.  ,R,R,R,PIT,WSH,X,7,fly_ball,3,2,2019,-0.8538,1.0133,-0.0391,2.1551,null,null,null,2,1,Bot,72.63,124.73,,,435559,,190822_233551,11.0179,-139.4492,-4.7178,-13.3521,28.4619,-18.2406,3.5133,1.6419,217,95.9,59,95.806,2489,6.069,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.4309,0.008,0.008,0,1,0,0,3,9,7,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
FF,2019/8/22,96.3,-3.6222,5.3342,Max Scherzer,516782,453286,null,ball,,,,,14,null,R,R,R,PIT,WSH,B,null,null,2,2,2019,-0.9754,1.3364,0.8599,1.276,null,null,null,2,1,Bot,null,null,,,435559,,190822_233528,13.8682,-139.3439,-8.0334,-15.4289,28.8919,-13.5318,3.5609,1.7559,null,null,null,95.284,2492,5.842,566242,453286,435559,435062,572821,543685,607208,665742,645302,594809,54.6579,null,null,null,null,null,null,null,9,6,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard
