pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CU,2019/4/20,79.3,-3.4129,5.5069,Max Scherzer,434158,453286,null,ball,,,,,14,null,R,L,R,MIA,WSH,B,null,null,1,1,2019,1.0315,-0.5376,0.3454,0.9021,null,null,null,0,5,Bot,null,null,,,543228,,190420_233719,6.2531,-115.2711,-2.2958,7.8375,20.8423,-36.6805,3.1057,1.4257,null,null,null,78.286,2953,5.572,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.9278,null,null,null,null,null,null,null,41,3,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard
FF,2019/4/20,93.3,-3.6012,5.1493,Max Scherzer,434158,453286,null,ball,,,,,12,null,R,L,R,MIA,WSH,B,null,null,0,1,2019,-1.0316,1.184,1.8155,3.1443,null,null,null,0,5,Bot,null,null,,,543228,,190420_233703,15.912,-134.8512,-1.8811,-15.6779,27.5924,-17.7588,3.0628,1.4257,null,null,null,92.162,2590,5.852,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.648,null,null,null,null,null,null,null,41,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Infield shift,Standard
CU,2019/4/20,78.6,-3.3616,5.5357,Max Scherzer,434158,453286,null,called_strike,,,,,1,null,R,L,R,MIA,WSH,S,null,null,0,0,2019,1.0162,-0.3656,-0.281,2.6928,null,null,null,0,5,Bot,null,null,,,543228,,190420_233647,4.7813,-114.303,1.2639,7.8985,19.5231,-35.7616,3.0199,1.3256,null,null,null,77.766,2823,5.568,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.9313,null,null,null,null,null,null,null,41,1,Curveball,3,3,3,3,3,3,3,3,Infield shift,Standard
FF,2019/4/20,96,-3.7335,4.9475,Max Scherzer,570632,453286,strikeout,called_strike,,,,,2,Jose Urena called out on strikes.  ,R,R,R,MIA,WSH,S,2,null,0,2,2019,-1.0198,1.0171,-0.1856,2.9183,null,null,null,2,4,Bot,null,null,,,543228,,190420_232529,11.5429,-139.3565,-2.0565,-15.4761,27.3936,-18.8051,3.1179,1.52,null,null,null,95.608,2579,5.918,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.5813,null,null,0,1,0,0,null,35,4,4-Seam Fastball,3,2,3,2,2,3,3,2,Strategic,Strategic
CH,2019/4/20,85.9,-3.6141,5.199,Max Scherzer,570632,453286,null,foul,,,,,11,null,R,R,R,MIA,WSH,S,null,null,0,2,2019,-1.195,0.3751,-1.308,2.3941,null,null,null,2,4,Bot,null,null,,,543228,,190420_232508,7.7624,-124.96,-1.2203,-13.7604,21.0116,-28.2595,3.1252,1.6,333,102.1,21.7,85.779,1441,5.861,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.6382,null,null,null,null,null,null,null,35,3,Changeup,3,2,3,2,2,3,3,2,Strategic,Strategic
SL,2019/4/20,86,-3.6644,5.2284,Max Scherzer,570632,453286,null,called_strike,,,,,7,null,R,R,R,MIA,WSH,S,null,null,0,1,2019,0.2891,0.0572,-0.6035,1.8537,null,null,null,2,4,Bot,null,null,,,543228,,190420_232446,6.594,-124.9756,-1.8459,1.6611,24.5928,-31.4711,3.0826,1.5929,null,null,null,84.944,2296,5.625,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.8749,null,null,null,null,null,null,null,35,2,Slider,3,2,3,2,2,3,3,2,Standard,Strategic
FF,2019/4/20,92.8,-3.6396,5.016,Max Scherzer,570632,453286,null,foul,,,,,5,null,R,R,R,MIA,WSH,S,null,null,0,0,2019,-1.1411,0.8565,-0.0447,2.1347,null,null,null,2,4,Bot,null,null,,,543228,,190420_232431,11.5542,-134.7408,-3.439,-16.047,25.801,-21.3386,3.1821,1.6,null,null,null,92.504,2526,5.97,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.529,null,null,null,null,null,null,null,35,1,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Strategic
FF,2019/4/20,95,-3.4987,5.1589,Max Scherzer,543194,453286,field_out,hit_into_play,,,,,9,Isaac Galloway pops out to first baseman Matt Adams in foul territory.  ,R,R,R,MIA,WSH,X,3,popup,0,1,2019,-0.9932,1.2011,0.462,1.949,null,null,null,1,4,Bot,172.69,174,,,543228,,190420_232355,12.4616,-137.7453,-5.3742,-15.0938,27.6019,-16.0722,3.3729,1.5642,null,80,69,94.612,2627,6.043,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.4569,0,0,0,1,0,0,3,34,2,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard
SL,2019/4/20,85.6,-3.6033,5.2924,Max Scherzer,543194,453286,null,called_strike,,,,,1,null,R,R,R,MIA,WSH,S,null,null,0,0,2019,0.2507,0.0684,-0.6083,3.1017,null,null,null,1,4,Bot,null,null,,,543228,,190420_232342,6.5226,-124.6183,0.8777,1.4492,21.8419,-31.8292,3.2518,1.5358,null,null,null,85.436,2369,5.874,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.6258,null,null,null,null,null,null,null,34,1,Slider,3,2,3,2,2,3,3,2,Standard,Standard
FC,2019/4/20,90.1,-3.4311,5.2208,Max Scherzer,500743,453286,field_out,hit_into_play,,,,,3,"Miguel Rojas lines out, second baseman Brian Dozier to first baseman Matt Adams.  ",R,R,R,MIA,WSH,X,4,line_drive,0,2,2019,-0.1513,0.718,0.3687,3.1698,null,null,null,0,4,Bot,146.08,142.18,,,543228,,190420_232309,9.6288,-130.9715,-0.7337,-3.2728,20.9682,-24.0295,3.1699,1.5343,151,81.6,9.9,89.896,2463,5.69,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.8099,0.49,0.444,0,1,0,0,4,33,3,Cutter,3,2,3,2,2,3,3,2,Standard,Strategic
SL,2019/4/20,84.1,-3.5682,5.3612,Max Scherzer,500743,453286,null,swinging_strike,,,,,13,null,R,R,R,MIA,WSH,S,null,null,0,1,2019,0.4296,0.0655,-0.2623,1.0148,null,null,null,0,4,Bot,null,null,,,543228,,190420_232241,6.7796,-122.3447,-3.8742,3.1447,20.7463,-31.0657,3.22,1.5272,null,null,null,84.006,2338,5.931,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.5689,null,null,null,null,null,null,null,33,2,Slider,3,2,3,2,2,3,3,2,Standard,Standard
SL,2019/4/20,84.5,-3.6705,5.2484,Max Scherzer,500743,453286,null,swinging_strike,,,,,14,null,R,R,R,MIA,WSH,S,null,null,0,0,2019,0.2699,0.0426,1.2415,1.9015,null,null,null,0,4,Bot,null,null,,,543228,,190420_232222,10.7662,-122.6942,-1.5706,0.8806,20.62,-31.698,3.1985,1.5272,null,null,null,83.866,2615,5.658,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.8413,null,null,null,null,null,null,null,33,1,Slider,3,2,3,2,2,3,3,2,Standard,Standard
SL,2019/4/20,87.3,-3.516,5.1184,Max Scherzer,595751,453286,strikeout,swinging_strike_blocked,,,,,14,"Jorge Alfaro strikes out swinging, catcher Yan Gomes to first baseman Matt Adams.  ",R,R,R,MIA,WSH,S,2,null,3,2,2019,0.2142,0.1007,0.8034,0.5023,516770,null,null,2,3,Bot,null,null,,,543228,,190420_231516,9.8423,-126.6886,-5.0952,0.3544,24.6521,-30.3473,3.2251,1.4227,null,null,null,null,2270,5.7889,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.7111,null,null,0,1,0,0,null,29,7,Slider,3,2,3,2,2,3,3,2,null,null
FF,2019/4/20,87.3,-3.4726,4.9517,Max Scherzer,595751,453286,null,foul,,,,,14,null,R,R,R,MIA,WSH,S,null,null,3,2,2019,-0.9867,1.0814,0.1669,1.2863,516770,null,null,2,3,Bot,null,null,,,543228,,190420_231432,12.0098,-140.361,-6.7296,-15.7516,29.5306,-16.4509,3.37,1.54,null,null,null,86.445,2270,5.788,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,53.8946,null,null,null,null,null,null,null,29,6,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard
FF,2019/4/20,95.9,-3.4511,5.0004,Max Scherzer,595751,453286,null,ball,,,,,12,null,R,R,R,MIA,WSH,B,null,null,2,2,2019,-0.6085,1.1732,0.8779,3.0647,null,null,516770,2,3,Bot,null,null,,,543228,,190420_231353,12.6769,-139.1297,-2.1312,-10.3876,27.7674,-16.8085,3.1636,1.4119,null,null,null,95.463,2505,5.957,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.5424,null,null,null,null,null,null,null,29,5,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard
FF,2019/4/20,95.2,-3.6387,5.1718,Max Scherzer,595751,453286,null,swinging_strike,,,,,5,null,R,R,R,MIA,WSH,S,null,null,2,1,2019,-0.6939,1.1148,0.0367,2.5891,null,null,516770,2,3,Bot,null,null,,,543228,,190420_231317,11.087,-138.2067,-3.5738,-11.1539,29.1872,-17.4839,3.2633,1.5329,null,null,null,94.653,2493,5.983,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.5169,null,null,null,null,null,null,null,29,4,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard
FF,2019/4/20,94.9,-3.6287,5.1288,Max Scherzer,595751,453286,null,ball,,,,,3,null,R,R,R,MIA,WSH,B,null,null,1,1,2019,-0.5718,1.1351,0.6753,2.9933,null,null,516770,2,3,Bot,null,null,,,543228,,190420_231250,12.3633,-137.5819,-2.3551,-9.8558,30.2038,-17.7181,3.1637,1.4902,null,null,null,93.843,2572,5.851,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.6487,null,null,null,null,null,null,null,29,3,4-Seam Fastball,3,2,3,2,2,3,3,2,Standard,Standard
SL,2019/4/20,85,-3.5493,5.2865,Max Scherzer,595751,453286,null,blocked_ball,,,,,14,null,R,R,R,MIA,WSH,B,null,null,0,1,2019,0.1602,0.0721,1.0075,-0.7415,null,null,516770,2,3,Bot,null,null,,,543228,,190420_231214,10.2841,-123.2556,-7.9044,-0.2183,22.1491,-30.2266,3.2775,1.54,null,null,null,84.729,2271,6.092,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.4072,null,null,null,null,null,null,null,29,2,Slider,3,2,3,2,2,3,3,2,Standard,Standard
SL,2019/4/20,85.7,-3.4289,5.2599,Max Scherzer,595751,453286,null,swinging_strike,,,,,14,null,R,R,R,MIA,WSH,S,null,null,0,0,2019,0.2477,0.2225,0.5242,1.0014,null,null,516770,2,3,Bot,null,null,,,543228,,190420_231122,8.7663,-124.4077,-4.1703,0.779,24.9331,-29.2965,3.37,1.5471,null,null,null,84.962,2124,5.941,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.5587,null,null,null,null,null,null,null,29,1,Slider,3,2,3,2,2,3,3,2,Standard,Standard
SL,2019/4/20,86.8,-3.6432,4.9723,Max Scherzer,516770,453286,single,hit_into_play_score,,,,,8,Starlin Castro singles on a sharp line drive to left fielder Juan Soto.   Martin Prado scores.  ,R,R,R,MIA,WSH,X,7,line_drive,3,2,2019,0.268,0.0577,0.2636,1.8908,null,445988,null,2,3,Bot,71.69,120.59,,,543228,,190420_231035,8.6987,-126.0222,-1.2728,1.0645,25.1125,-31.5602,3.3829,1.56,41,100.5,-0.4,85.793,2371,5.724,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.7758,0.437,0.422,0.9,1,1,0,4,28,6,Slider,2,2,2,2,2,2,2,2,Standard,Standard
SL,2019/4/20,86.3,-3.7624,4.9871,Max Scherzer,516770,453286,null,ball,,,,,14,null,R,R,R,MIA,WSH,B,null,null,2,2,2019,0.2015,0.0846,0.15,0.8139,null,445988,null,2,3,Bot,null,null,,,543228,,190420_231002,8.8559,-125.5202,-3.9298,0.5821,21.9132,-30.7936,3.39,1.5743,null,null,null,86.344,2390,6.038,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.4619,null,null,null,null,null,null,null,28,5,Slider,2,2,2,2,2,2,2,2,Standard,Standard
FF,2019/4/20,96.4,-3.5222,4.9955,Max Scherzer,516770,453286,null,swinging_strike,,,,,1,null,R,R,R,MIA,WSH,S,null,null,2,1,2019,-0.7777,1.072,-0.7562,3.4376,null,445988,null,2,3,Bot,null,null,,,543228,,190420_230934,9.0764,-140.1256,-1.0155,-12.1273,28.9694,-18.0369,3.39,1.5671,null,null,null,96.461,2426,6.193,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.3062,null,null,null,null,null,null,null,28,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard
CH,2019/4/20,84.2,-3.57,5.1409,Max Scherzer,516770,453286,null,ball,,,,,14,null,R,R,R,MIA,WSH,B,null,null,1,1,2019,-0.9622,0.1545,0.475,0.8156,null,445988,null,2,3,Bot,null,null,,,543228,,190420_230906,11.2628,-122.2396,-4.0507,-11.5331,19.0736,-30.144,3.3757,1.5386,null,null,null,84.728,1376,6.3,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.1998,null,null,null,null,null,null,null,28,3,Changeup,2,2,2,2,2,2,2,2,Standard,Standard
FF,2019/4/20,94.2,-3.9023,4.925,Max Scherzer,516770,453286,null,ball,,,,,13,null,R,R,R,MIA,WSH,B,null,null,0,1,2019,-0.7735,1.1776,-1.2276,2.1608,null,445988,null,2,3,Bot,null,null,,,543228,,190420_230840,8.535,-136.8981,-3.998,-11.389,29.3023,-16.9955,3.3971,1.56,null,null,null,93.368,2498,5.801,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.6982,null,null,null,null,null,null,null,28,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard
FF,2019/4/20,95.4,-3.5365,5.0269,Max Scherzer,516770,453286,null,swinging_strike,,,,,12,null,R,R,R,MIA,WSH,S,null,null,0,0,2019,-0.8376,1.3081,0.0086,3.6537,null,445988,null,2,3,Bot,null,null,,,543228,,190420_230806,11.0443,-138.5321,-0.8596,-12.9656,29.3254,-15.6248,3.39,1.56,null,null,null,94.599,2390,5.821,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.6789,null,null,null,null,null,null,null,28,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard
FC,2019/4/20,90.5,-3.5188,5.0271,Max Scherzer,435522,453286,strikeout,swinging_strike,,,,,14,Neil Walker strikes out swinging.  ,R,L,R,MIA,WSH,S,2,null,2,2,2019,0.1261,0.5662,1.1436,1.8785,null,445988,null,1,3,Bot,null,null,,,543228,,190420_230724,11.279,-131.3777,-3.14,-0.586,23.8158,-25.2557,3.333,1.61,null,null,null,90.357,2370,6.013,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.4866,null,null,0,1,0,0,null,27,5,Cutter,2,2,2,2,2,2,2,2,Standard,Strategic
FF,2019/4/20,96.2,-3.6388,5.0294,Max Scherzer,435522,453286,null,ball,,,,,11,null,R,L,R,MIA,WSH,B,null,null,1,2,2019,-0.9394,1.1758,-0.3147,4.1795,null,445988,null,1,3,Bot,null,null,,,543228,,190420_230652,10.7742,-139.6632,0.7064,-14.4071,29.794,-17.3982,3.3116,1.61,null,null,null,95.35,2514,5.807,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.6924,null,null,null,null,null,null,null,27,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Strategic,Strategic
CH,2019/4/20,85,-3.6252,5.1552,Max Scherzer,435522,453286,null,blocked_ball,,,,,13,null,R,L,R,MIA,WSH,B,null,null,0,2,2019,-1.3406,0.4152,-0.463,0.3325,null,445988,null,1,3,Bot,null,null,,,543228,,190420_230623,10.0014,-123.4097,-5.8215,-15.4288,21.2269,-27.1244,3.39,1.6029,null,null,null,84.969,1396,6.092,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.4076,null,null,null,null,null,null,null,27,3,Changeup,2,2,2,2,2,2,2,2,Standard,Strategic
FC,2019/4/20,88.9,-3.542,5.1397,Max Scherzer,435522,453286,null,foul,,,,,6,null,R,L,R,MIA,WSH,S,null,null,0,1,2019,0.0987,0.3454,0.5043,2.6098,null,445988,null,1,3,Bot,null,null,,,543228,,190420_230533,9.6097,-129.2315,-0.9588,-0.5089,21.6225,-28.3623,3.3686,1.6029,null,null,null,88.681,2417,5.773,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.7261,null,null,null,null,null,null,null,27,2,Cutter,2,2,2,2,2,2,2,2,Standard,Standard
FF,2019/4/20,95.9,-3.5369,5.0222,Max Scherzer,435522,453286,null,called_strike,,,,,13,null,R,L,R,MIA,WSH,S,null,null,0,0,2019,-1.0374,1.0146,-1.0705,2.1016,null,445988,null,1,3,Bot,null,null,,,543228,,190420_230509,8.7605,-139.4925,-4.4255,-15.1594,26.2458,-18.3245,3.1832,1.5244,null,null,null,95.891,2482,5.944,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.5556,null,null,null,null,null,null,null,27,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard
SL,2019/4/20,86,-3.5639,5.1541,Max Scherzer,605119,453286,field_out,hit_into_play,,,,,9,"Brian Anderson grounds out, shortstop Wilmer Difo to first baseman Matt Adams.   Martin Prado to 2nd.  ",R,R,R,MIA,WSH,X,6,ground_ball,0,0,2019,0.2558,0.1178,0.5331,2.1044,null,null,445988,0,3,Bot,117.57,161.28,,,543228,,190420_230428,9.167,-124.9219,-1.189,0.7971,25.4333,-30.9292,3.39,1.57,7,95.9,-16.6,85.699,2429,6.217,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.2821,0.176,0.164,0,1,0,0,2,26,1,Slider,2,2,2,2,2,2,2,2,Standard,Standard
FF,2019/4/20,95.9,-3.5795,5.126,Max Scherzer,445988,453286,single,hit_into_play_no_out,,,,,2,Martin Prado singles on a line drive to center fielder Victor Robles.  ,R,R,R,MIA,WSH,X,8,line_drive,1,2,2019,-0.8511,1.1674,-0.1595,3.0397,null,null,null,0,3,Bot,120.24,72.35,,,543228,,190420_230352,10.8413,-139.1928,-2.4859,-13.2874,30.039,-16.8452,3.0032,1.4984,189,96.3,9.2,95.258,2531,5.973,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.5269,0.676,0.625,0.9,1,1,0,4,25,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Strategic
CH,2019/4/20,86,-3.6145,5.2302,Max Scherzer,445988,453286,null,foul,,,,,7,null,R,R,R,MIA,WSH,S,null,null,1,1,2019,-1.1542,0.3062,-0.5861,1.9783,null,null,null,0,3,Bot,null,null,,,543228,,190420_230319,9.3951,-124.9645,-2.1427,-13.6298,20.8154,-28.8123,3.22,1.49,2,64.6,-52.2,85.909,1444,5.926,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.574,null,null,null,null,null,null,null,25,3,Changeup,2,2,2,2,2,2,2,2,Standard,Strategic
FF,2019/4/20,95.8,-3.4942,5.1606,Max Scherzer,445988,453286,null,called_strike,,,,,4,null,R,R,R,MIA,WSH,S,null,null,1,0,2019,-1.0108,1.2229,-0.4321,2.1364,null,null,null,0,3,Bot,null,null,,,543228,,190420_230303,10.2522,-139.0688,-5.0992,-15.0887,27.3248,-15.5592,3.0267,1.447,null,null,null,95.551,2538,6.002,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.4971,null,null,null,null,null,null,null,25,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Strategic
FF,2019/4/20,93.4,-3.6724,4.9812,Max Scherzer,445988,453286,null,ball,,,,,13,null,R,R,R,MIA,WSH,B,null,null,0,0,2019,-1.0644,1.1997,-0.1957,1.2415,null,null,null,0,3,Bot,null,null,,,543228,,190420_230248,11.2597,-135.6279,-6.5427,-15.3648,25.5849,-16.2031,3.0411,1.4828,null,null,null,93.73,2455,6.293,567373,453286,543228,571431,572821,435062,594694,665742,645302,594809,54.2068,null,null,null,null,null,null,null,25,1,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Strategic
FF,2019/4/20,96.9,-3.4947,5.108,Max Scherzer,434158,453286,strikeout,swinging_strike,,,,,11,Curtis Granderson strikes out swinging.  ,R,L,R,MIA,WSH,S,2,null,2,2,2019,-1.2868,1.1435,-1.509,2.2653,null,543194,null,2,2,Bot,null,null,,,543228,,190420_224851,8.1886,-140.8859,-4.6513,-18.8342,29.7111,-16.2004,3.1319,1.3918,null,null,null,96.864,2487,6.155,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.3449,null,null,0,1,0,0,null,18,6,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard
CU,2019/4/20,78.8,-3.4815,5.5048,Max Scherzer,434158,453286,null,ball,,,,,13,null,R,L,R,MIA,WSH,B,null,null,1,2,2019,1.0884,-0.6181,-1.9919,1.8553,null,543194,null,2,2,Bot,null,null,,,543228,,190420_224817,1.2646,-114.7008,-0.079,9.1773,19.1489,-37.7269,3.0133,1.4186,null,null,null,77.995,2727,5.485,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,55.0141,null,null,null,null,null,null,null,18,5,Curveball,2,0,2,0,0,2,2,0,Standard,Standard
FF,2019/4/20,95.6,-3.71,4.9814,Max Scherzer,434158,453286,null,foul,,,,,12,null,R,L,R,MIA,WSH,S,null,null,1,2,2019,-0.6127,1.1771,0.3898,3.3595,null,543194,null,2,2,Bot,null,null,,,543228,,190420_224743,12.0071,-138.6731,-1.2589,-10.2224,27.77,-17.1195,3.12,1.44,202,77.4,63.4,94.885,2483,5.816,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.6833,null,null,null,null,null,null,null,18,4,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic
FF,2019/4/20,96,-3.6282,5.0497,Max Scherzer,434158,453286,null,swinging_strike,,,,,12,null,R,L,R,MIA,WSH,S,null,null,1,1,2019,-0.7705,1.1549,0.4412,3.4937,null,543194,null,2,2,Bot,null,null,,,543228,,190420_224709,12.3088,-139.2173,-1.0621,-12.455,29.2979,-17.392,3.1058,1.4258,null,null,null,95.031,2430,5.776,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.723,null,null,null,null,null,null,null,18,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic
CU,2019/4/20,77.3,-3.4237,5.4605,Max Scherzer,434158,453286,null,called_strike,,,,,13,null,R,L,R,MIA,WSH,S,null,null,1,0,2019,1.1624,-0.4753,-0.8505,2.2252,null,543194,null,2,2,Bot,null,null,,,543228,,190420_224649,3.3805,-112.4005,0.874,8.9483,20.2744,-36.4986,3.0773,1.44,null,null,null,76.12,2754,5.464,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,55.0358,null,null,null,null,null,null,null,18,2,Curveball,2,0,2,0,0,2,2,0,Strategic,Strategic
FF,2019/4/20,96,-3.5864,5.0481,Max Scherzer,434158,453286,null,ball,,,,,11,null,R,L,R,MIA,WSH,B,null,null,0,0,2019,-1.1461,1.0072,-1.9171,3.175,null,543194,null,2,2,Bot,null,null,,,543228,,190420_224626,6.8624,-139.6131,-1.5979,-16.1656,29.3316,-19.1305,3.12,1.44,null,null,null,95.187,2460,5.701,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.7989,null,null,null,null,null,null,null,18,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic
FF,2019/4/20,96.1,-3.7042,4.9914,Max Scherzer,570632,453286,strikeout,called_strike,,,,,6,Jose Urena called out on strikes.  ,R,R,R,MIA,WSH,S,2,null,2,2,2019,-1.0254,1.0885,0.7409,2.0901,null,543194,null,1,2,Bot,null,null,,,543228,,190420_224548,13.956,-139.3004,-4.5121,-16.1134,27.8116,-17.329,3.1246,1.5929,null,null,null,95.785,2562,6.074,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.426,null,null,0,1,0,0,null,17,5,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Strategic
SL,2019/4/20,87.2,-3.6847,5.1669,Max Scherzer,570632,453286,null,ball,,,,,13,null,R,R,R,MIA,WSH,B,null,null,1,2,2019,0.0073,0.1956,-0.6332,1.3212,null,543194,null,1,2,Bot,null,null,,,543228,,190420_224528,7.254,-126.7682,-3.5045,-1.2378,23.0015,-29.6612,3.1246,1.6,null,null,null,86.839,2387,5.862,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.6374,null,null,null,null,null,null,null,17,4,Slider,2,0,2,0,0,2,2,0,Standard,Strategic
FF,2019/4/20,93.6,-3.5591,5.1904,Max Scherzer,570632,453286,null,ball,,,,,12,null,R,R,R,MIA,WSH,B,null,null,0,2,2019,-0.951,1.0537,1.9224,2.3199,null,null,543194,1,2,Bot,null,null,,,543228,,190420_224439,16.0305,-135.3577,-3.9015,-14.79,26.5696,-18.7146,3.0959,1.3858,null,null,null,92.96,2417,6.029,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.4705,null,null,null,null,null,null,null,17,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Strategic
SL,2019/4/20,85.5,-3.6362,5.0409,Max Scherzer,570632,453286,null,missed_bunt,,,,,6,null,R,R,R,MIA,WSH,S,null,null,0,1,2019,0.1383,0.2109,0.3303,2.3948,null,null,543194,1,2,Bot,null,null,,,543228,,190420_224412,8.9909,-124.2306,-0.3611,-0.3676,24.5649,-30.1882,3.36,1.5143,null,null,null,84.791,2208,5.881,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.6181,null,null,null,null,null,null,null,17,2,Slider,2,0,2,0,0,2,2,0,Strategic,Strategic
FF,2019/4/20,93.3,-3.6823,5.072,Max Scherzer,570632,453286,null,bunt_foul_tip,,,,,8,null,R,R,R,MIA,WSH,S,null,null,0,0,2019,-1.1349,1.0937,-0.0482,1.5926,null,null,543194,1,2,Bot,null,null,,,543228,,190420_224349,11.6408,-135.1799,-5.4435,-16.1725,28.8497,-18.0574,3.36,1.6,null,null,null,92.223,2353,5.838,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.6612,null,null,null,null,null,null,null,17,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Strategic
FF,2019/4/20,95.4,-3.5353,5.0637,Max Scherzer,543194,453286,force_out,hit_into_play,,,,,8,"Isaac Galloway grounds into a force out, third baseman Anthony Rendon to second baseman Brian Dozier.   Miguel Rojas out at 2nd.    Isaac Galloway to 1st.  ",R,R,R,MIA,WSH,X,5,ground_ball,0,0,2019,-1.0742,0.9229,0.1179,1.4967,null,null,500743,0,2,Bot,106.06,172.18,,,543228,,190420_224245,11.9137,-138.4479,-5.8138,-16.0951,26.1912,-19.3753,3.3586,1.5,4,85.3,-20.5,95.385,2454,6.09,567373,453286,543228,571431,572821,543685,594694,665742,645302,594809,54.4094,0.066,0.07,0,1,0,0,2,16,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard
